token,class,count
子供,SSI_high,3
子供,SSI_low,3
子供たち,SSI_high,2
子供たち,SSI_low,1
存在,SSI_high,1
存在,SSI_low,0
孝行,SSI_high,1
孝行,SSI_low,0
季節,SSI_high,0
季節,SSI_low,2
学び,SSI_high,2
学び,SSI_low,0
学童,SSI_high,1
学童,SSI_low,0
学級閉鎖,SSI_high,0
学級閉鎖,SSI_low,1
宇宙,SSI_high,0
宇宙,SSI_low,1
安全,SSI_high,1
安全,SSI_low,0
安堵,SSI_high,1
安堵,SSI_low,1
安定,SSI_high,2
安定,SSI_low,1
安定性,SSI_high,1
安定性,SSI_low,0
安心,SSI_high,0
安心,SSI_low,2
完了,SSI_high,1
完了,SSI_low,2
定例,SSI_high,0
定例,SSI_low,1
定年,SSI_high,1
定年,SSI_low,0
定時,SSI_high,1
定時,SSI_low,0
定期,SSI_high,0
定期,SSI_low,1
定義,SSI_high,0
定義,SSI_low,1
宝塚,SSI_high,0
宝塚,SSI_low,1
実家,SSI_high,2
実家,SSI_low,0
実感,SSI_high,0
実感,SSI_low,5
実施,SSI_high,4
実施,SSI_low,2
実現,SSI_high,0
実現,SSI_low,2
実直,SSI_high,0
実直,SSI_low,1
実装,SSI_high,1
実装,SSI_low,0
室,SSI_high,1
室,SSI_low,0
宴,SSI_high,0
宴,SSI_low,1
家,SSI_high,3
家,SSI_low,4
家で,SSI_high,3
家で,SSI_low,2
家事,SSI_high,0
家事,SSI_low,1
家庭内,SSI_high,0
家庭内,SSI_low,1
家族,SSI_high,4
家族,SSI_low,3
寂し,SSI_high,0
寂し,SSI_low,1
密,SSI_high,0
密,SSI_low,1
寒い,SSI_high,1
寒い,SSI_low,2
寒かっ,SSI_high,1
寒かっ,SSI_low,0
寒く,SSI_high,2
寒く,SSI_low,0
寝不足,SSI_high,0
寝不足,SSI_low,1
寝言,SSI_high,0
寝言,SSI_low,1
審査会,SSI_high,1
審査会,SSI_low,0
対処,SSI_high,0
対処,SSI_low,1
対応,SSI_high,6
対応,SSI_low,43
対談,SSI_high,0
対談,SSI_low,1
対象,SSI_high,1
対象,SSI_low,0
対面,SSI_high,2
対面,SSI_low,2
寿司,SSI_high,1
寿司,SSI_low,0
小さい,SSI_high,1
小さい,SSI_low,0
小学,SSI_high,0
小学,SSI_low,1
小学校,SSI_high,1
小学校,SSI_low,1
小学生,SSI_high,1
小学生,SSI_low,1
小忙しく,SSI_high,1
小忙しく,SSI_low,0
小林,SSI_high,0
小林,SSI_low,1
小野,SSI_high,0
小野,SSI_low,1
少ない,SSI_high,2
少ない,SSI_low,4
少なかっ,SSI_high,1
少なかっ,SSI_low,0
少なく,SSI_high,1
少なく,SSI_low,1
就業,SSI_high,1
就業,SSI_low,0
局,SSI_high,0
局,SSI_low,5
局内,SSI_high,1
局内,SSI_low,4
局員,SSI_high,1
局員,SSI_low,0
局部,SSI_high,2
局部,SSI_low,0
局長,SSI_high,1
局長,SSI_low,0
居,SSI_high,0
居,SSI_low,1
屋上,SSI_high,1
屋上,SSI_low,0
展示会,SSI_high,0
展示会,SSI_low,1
層,SSI_high,1
層,SSI_low,0
山場,SSI_high,0
山場,SSI_low,2
岡本,SSI_high,1
岡本,SSI_low,1
岩谷,SSI_high,0
岩谷,SSI_low,1
峠,SSI_high,0
峠,SSI_low,1
崩壊,SSI_high,0
崩壊,SSI_low,1
嵐山,SSI_high,2
嵐山,SSI_low,1
川口,SSI_high,0
川口,SSI_low,1
工場,SSI_high,0
工場,SSI_low,1
工夫,SSI_high,0
工夫,SSI_low,1
左,SSI_high,0
左,SSI_low,2
左右,SSI_high,0
左右,SSI_low,1
差し入れ,SSI_high,1
差し入れ,SSI_low,0
市場,SSI_high,0
市場,SSI_low,1
布団,SSI_high,1
布団,SSI_low,1
希望,SSI_high,2
希望,SSI_low,0
席,SSI_high,0
席,SSI_low,2
帰り,SSI_high,2
帰り,SSI_low,2
帰国,SSI_high,0
帰国,SSI_low,3
帰宅,SSI_high,2
帰宅,SSI_low,3
帰還,SSI_high,1
帰還,SSI_low,0
幕末,SSI_high,0
幕末,SSI_low,1
平和,SSI_high,1
平和,SSI_low,0
平日,SSI_high,4
平日,SSI_low,1
年,SSI_high,2
年,SSI_low,5
年代,SSI_high,0
年代,SSI_low,1
年内,SSI_high,1
年内,SSI_low,0
年末,SSI_high,1
年末,SSI_low,0
年生,SSI_high,0
年生,SSI_low,1
年賀状,SSI_high,1
年賀状,SSI_low,0
年長,SSI_high,0
年長,SSI_low,1
年齢,SSI_high,1
年齢,SSI_low,2
幸い,SSI_high,1
幸い,SSI_low,0
幸せ,SSI_high,2
幸せ,SSI_low,5
幸先,SSI_high,1
幸先,SSI_low,0
幸地,SSI_high,1
幸地,SSI_low,0
幸福,SSI_high,1
幸福,SSI_low,0
幸福度,SSI_high,3
幸福度,SSI_low,1
幸運,SSI_high,0
幸運,SSI_low,1
幼稚園,SSI_high,1
幼稚園,SSI_low,0
広,SSI_high,0
広,SSI_low,1
広い,SSI_high,0
広い,SSI_low,1
広告,SSI_high,2
広告,SSI_low,1
広告業界,SSI_high,1
広告業界,SSI_low,0
広報,SSI_high,0
広報,SSI_low,1
床,SSI_high,0
床,SSI_low,1
店,SSI_high,2
店,SSI_low,0
度,SSI_high,0
度,SSI_low,2
度合い,SSI_high,0
度合い,SSI_low,1
座り,SSI_high,1
座り,SSI_low,0
座席,SSI_high,1
座席,SSI_low,0
座組,SSI_high,0
座組,SSI_low,1
弁当,SSI_high,1
弁当,SSI_low,0
引率,SSI_high,1
引率,SSI_low,0
引継,SSI_high,0
引継,SSI_low,2
引継ぎ,SSI_high,1
引継ぎ,SSI_low,1
引越し,SSI_high,0
引越し,SSI_low,1
弟君,SSI_high,0
弟君,SSI_low,1
張りあい,SSI_high,1
張りあい,SSI_low,0
強,SSI_high,1
強,SSI_low,0
強い,SSI_high,1
強い,SSI_low,1
強かっ,SSI_high,0
強かっ,SSI_low,1
強く,SSI_high,0
強く,SSI_low,1
強制,SSI_high,0
強制,SSI_low,1
当たり前,SSI_high,0
当たり前,SSI_low,1
当初,SSI_high,0
当初,SSI_low,1
当番,SSI_high,1
当番,SSI_low,0
形,SSI_high,0
形,SSI_low,3
形態,SSI_high,0
形態,SSI_low,1
影響,SSI_high,1
影響,SSI_low,2
影響力,SSI_high,0
影響力,SSI_low,1
役,SSI_high,1
役,SSI_low,1
役員,SSI_high,2
役員,SSI_low,0
役得,SSI_high,1
役得,SSI_low,0
彼,SSI_high,1
彼,SSI_low,0
往復,SSI_high,2
往復,SSI_low,0
待ち,SSI_high,0
待ち,SSI_low,1
後,SSI_high,5
後,SSI_low,7
後任,SSI_high,0
後任,SSI_low,1
後半,SSI_high,0
後半,SSI_low,2
後回し,SSI_high,0
後回し,SSI_low,1
後者,SSI_high,0
後者,SSI_low,1
後輩,SSI_high,1
後輩,SSI_low,1
従姉,SSI_high,1
従姉,SSI_low,0
従来,SSI_high,0
従来,SSI_low,1
得意,SSI_high,14
得意,SSI_low,67
復帰,SSI_high,0
復帰,SSI_low,3
復活,SSI_high,1
復活,SSI_low,1
微妙,SSI_high,1
微妙,SSI_low,0
徹底,SSI_high,0
徹底,SSI_low,1
心,SSI_high,1
心,SSI_low,2
心地,SSI_high,0
心地,SSI_low,1
心強かっ,SSI_high,0
心強かっ,SSI_low,1
心理的,SSI_high,1
心理的,SSI_low,0
心身,SSI_high,1
心身,SSI_low,0
心配,SSI_high,0
心配,SSI_low,2
必要,SSI_high,0
必要,SSI_low,4
必要性,SSI_high,0
必要性,SSI_low,1
志,SSI_high,1
志,SSI_low,0
忙し,SSI_high,0
忙し,SSI_low,2
忙しい,SSI_high,0
忙しい,SSI_low,5
忙しかっ,SSI_high,0
忙しかっ,SSI_low,1
忙しく,SSI_high,1
忙しく,SSI_low,1
快晴,SSI_high,0
快晴,SSI_low,2
快適,SSI_high,0
快適,SSI_low,3
怒涛,SSI_high,0
怒涛,SSI_low,1
怖い,SSI_high,0
怖い,SSI_low,1
思いのほか,SSI_high,1
思いのほか,SSI_low,0
思想,SSI_high,1
思想,SSI_low,0
急,SSI_high,2
急,SSI_low,1
急務,SSI_high,0
急務,SSI_low,1
急逝,SSI_high,1
急逝,SSI_low,0
性,SSI_high,0
性,SSI_low,1
恥ずかしい,SSI_high,1
恥ずかしい,SSI_low,0
恥ずかしかっ,SSI_high,1
恥ずかしかっ,SSI_low,0
息,SSI_high,1
息,SSI_low,1
悩ましい,SSI_high,0
悩ましい,SSI_low,1
悪い,SSI_high,2
悪い,SSI_low,4
悪かっ,SSI_high,1
悪かっ,SSI_low,2
悪く,SSI_high,3
悪く,SSI_low,8
悪さ,SSI_high,0
悪さ,SSI_low,1
悪者,SSI_high,0
悪者,SSI_low,1
情報,SSI_high,4
情報,SSI_low,2
情報共有,SSI_high,0
情報共有,SSI_low,1
情操教育,SSI_high,1
情操教育,SSI_low,0
想像,SSI_high,0
想像,SSI_low,1
想定,SSI_high,0
想定,SSI_low,1
意外,SSI_high,1
意外,SSI_low,0
意思決定,SSI_high,0
意思決定,SSI_low,1
意義,SSI_high,0
意義,SSI_low,1
意見,SSI_high,1
意見,SSI_low,1
意見交換,SSI_high,0
意見交換,SSI_low,1
意見交換会,SSI_high,0
意見交換会,SSI_low,1
意識,SSI_high,3
意識,SSI_low,1
意識高い,SSI_high,0
意識高い,SSI_low,1
愚痴,SSI_high,0
愚痴,SSI_low,1
愛,SSI_high,0
愛,SSI_low,2
愛犬,SSI_high,1
愛犬,SSI_low,0
愛着,SSI_high,1
愛着,SSI_low,0
感,SSI_high,0
感,SSI_low,3
感じ,SSI_high,4
感じ,SSI_low,6
感心,SSI_high,0
感心,SSI_low,1
感覚,SSI_high,1
感覚,SSI_low,0
感触,SSI_high,0
感触,SSI_low,1
感謝,SSI_high,1
感謝,SSI_low,1
感銘,SSI_high,1
感銘,SSI_low,1
態度,SSI_high,0
態度,SSI_low,1
慌ただしい,SSI_high,1
慌ただしい,SSI_low,0
慌ただしかっ,SSI_high,1
慌ただしかっ,SSI_low,0
憂鬱,SSI_high,1
憂鬱,SSI_low,1
懇親,SSI_high,2
懇親,SSI_low,2
成果,SSI_high,1
成果,SSI_low,1
成長,SSI_high,1
成長,SSI_low,2
我儘,SSI_high,0
我儘,SSI_low,2
我慢,SSI_high,0
我慢,SSI_low,1
戦,SSI_high,1
戦,SSI_low,1
戦略,SSI_high,0
戦略,SSI_low,4
戦略的,SSI_high,0
戦略的,SSI_low,1
所存,SSI_high,3
所存,SSI_low,0
手,SSI_high,3
手,SSI_low,2
手厚く,SSI_high,1
手厚く,SSI_low,0
手術,SSI_high,0
手術,SSI_low,1
打ち,SSI_high,0
打ち,SSI_low,1
打ち合わせ,SSI_high,4
打ち合わせ,SSI_low,14
打合せ,SSI_high,3
打合せ,SSI_low,13
打合わせ,SSI_high,0
打合わせ,SSI_low,3
扱い,SSI_high,1
扱い,SSI_low,1
承認,SSI_high,1
承認,SSI_low,0
技,SSI_high,0
技,SSI_low,1
投稿,SSI_high,1
投稿,SSI_low,0
折り返し,SSI_high,2
折り返し,SSI_low,4
押し,SSI_high,0
押し,SSI_low,1
担当,SSI_high,1
担当,SSI_low,1
持ち場,SSI_high,1
持ち場,SSI_low,0
持続,SSI_high,1
持続,SSI_low,0
指導,SSI_high,0
指導,SSI_low,1
指揮,SSI_high,0
指揮,SSI_low,1
指摘,SSI_high,1
指摘,SSI_low,0
指示,SSI_high,2
指示,SSI_low,1
指針,SSI_high,0
指針,SSI_low,1
挑戦,SSI_high,1
挑戦,SSI_low,0
挨拶,SSI_high,0
挨拶,SSI_low,3
振る舞い,SSI_high,0
振る舞い,SSI_low,1
挽回,SSI_high,0
挽回,SSI_low,1
接近,SSI_high,0
接近,SSI_low,1
提出,SSI_high,3
提出,SSI_low,1
提案,SSI_high,6
提案,SSI_low,12
撮影,SSI_high,0
撮影,SSI_low,10
操作性,SSI_high,0
操作性,SSI_low,1
支社,SSI_high,8
支社,SSI_low,4
支障,SSI_high,0
支障,SSI_low,1
改善,SSI_high,1
改善,SSI_low,1
改定,SSI_high,0
改定,SSI_low,1
攻め,SSI_high,0
攻め,SSI_low,1
放送局,SSI_high,1
放送局,SSI_low,0
救い,SSI_high,0
救い,SSI_low,1
散漫,SSI_high,1
散漫,SSI_low,0
数,SSI_high,1
数,SSI_low,5
数カ月,SSI_high,1
数カ月,SSI_low,0
数字,SSI_high,0
数字,SSI_low,4
数年,SSI_high,1
数年,SSI_low,0
数時間,SSI_high,0
数時間,SSI_low,1
整理,SSI_high,0
整理,SSI_low,1
整骨院,SSI_high,1
整骨院,SSI_low,0
文句,SSI_high,0
文句,SSI_low,1
文村,SSI_high,0
文村,SSI_low,1
文章,SSI_high,1
文章,SSI_low,0
料理,SSI_high,1
料理,SSI_low,0
新しい,SSI_high,3
新しい,SSI_low,10
新しく,SSI_high,0
新しく,SSI_low,1
新た,SSI_high,0
新た,SSI_low,3
新チーム,SSI_high,0
新チーム,SSI_low,1
新事業,SSI_high,0
新事業,SSI_low,1
新人,SSI_high,1
新人,SSI_low,1
新人研修,SSI_high,2
新人研修,SSI_low,1
新任,SSI_high,0
新任,SSI_low,1
新卒,SSI_high,1
新卒,SSI_low,0
新幹線,SSI_high,1
新幹線,SSI_low,1
新快速,SSI_high,1
新快速,SSI_low,0
新潟,SSI_high,1
新潟,SSI_low,0
新規,SSI_high,1
新規,SSI_low,3
新鮮,SSI_high,1
新鮮,SSI_low,1
方,SSI_high,5
方,SSI_low,9
方々,SSI_high,1
方々,SSI_low,0
方向,SSI_high,0
方向,SSI_low,3
方向性,SSI_high,0
方向性,SSI_low,2
方針,SSI_high,0
方針,SSI_low,2
旅行,SSI_high,0
旅行,SSI_low,5
旗,SSI_high,0
旗,SSI_low,1
日,SSI_high,18
日,SSI_low,41
日々,SSI_high,0
日々,SSI_low,2
日中,SSI_high,0
日中,SSI_low,1
日付,SSI_high,0
日付,SSI_low,1
日商,SSI_high,1
日商,SSI_low,0
日報,SSI_high,1
日報,SSI_low,0
日常,SSI_high,0
日常,SSI_low,1
日曜,SSI_high,0
日曜,SSI_low,1
日曜日,SSI_high,1
日曜日,SSI_low,0
日本,SSI_high,2
日本,SSI_low,0
日本ピラー工業,SSI_high,0
日本ピラー工業,SSI_low,1
日本列島,SSI_high,0
日本列島,SSI_low,1
日本時間,SSI_high,0
日本時間,SSI_low,1
日程,SSI_high,1
日程,SSI_low,0
日記,SSI_high,2
日記,SSI_low,8
旦那,SSI_high,0
旦那,SSI_low,1
早々,SSI_high,0
早々,SSI_low,2
早い,SSI_high,1
早い,SSI_low,3
早く,SSI_high,2
早く,SSI_low,4
早め,SSI_high,3
早め,SSI_low,2
早出,SSI_high,1
早出,SSI_low,0
早朝,SSI_high,1
早朝,SSI_low,2
早起き,SSI_high,2
早起き,SSI_low,3
明け,SSI_high,2
明け,SSI_low,2
明日,SSI_high,9
明日,SSI_low,6
明確,SSI_high,1
明確,SSI_low,1
昔,SSI_high,1
昔,SSI_low,0
昔話,SSI_high,1
昔話,SSI_low,1
映像ディレクター,SSI_high,0
映像ディレクター,SSI_low,1
昨夜,SSI_high,0
昨夜,SSI_low,4
昨年度,SSI_high,1
昨年度,SSI_low,0
昨日,SSI_high,3
昨日,SSI_low,8
昨晩,SSI_high,1
昨晩,SSI_low,0
昴,SSI_high,0
昴,SSI_low,1
昼,SSI_high,1
昼,SSI_low,1
昼ご飯,SSI_high,0
昼ご飯,SSI_low,1
昼食,SSI_high,1
昼食,SSI_low,1
昼飯,SSI_high,0
昼飯,SSI_low,1
時,SSI_high,4
時,SSI_low,2
時代,SSI_high,0
時代,SSI_low,2
時差,SSI_high,0
時差,SSI_low,1
時期,SSI_high,0
時期,SSI_low,2
時点,SSI_high,0
時点,SSI_low,1
時間,SSI_high,13
時間,SSI_low,19
時間配分,SSI_high,0
時間配分,SSI_low,1
普通,SSI_high,1
普通,SSI_low,1
普通に,SSI_high,0
普通に,SSI_low,1
晴れ,SSI_high,0
晴れ,SSI_low,11
晴れ晴れ,SSI_high,0
晴れ晴れ,SSI_low,1
暇,SSI_high,1
暇,SSI_low,4
暑い,SSI_high,1
暑い,SSI_low,1
暑く,SSI_high,1
暑く,SSI_low,1
暮らし,SSI_high,1
暮らし,SSI_low,0
暴言,SSI_high,1
暴言,SSI_low,1
曇天,SSI_high,0
曇天,SSI_low,1
更新,SSI_high,0
更新,SSI_low,1
最前線,SSI_high,1
最前線,SSI_low,0
最後,SSI_high,1
最後,SSI_low,2
最悪,SSI_high,1
最悪,SSI_low,1
最終,SSI_high,0
最終,SSI_low,1
最終日,SSI_high,2
最終日,SSI_low,1
最近,SSI_high,3
最近,SSI_low,8
最高,SSI_high,5
最高,SSI_low,2
月,SSI_high,2
月,SSI_low,11
月曜,SSI_high,1
月曜,SSI_low,3
月末,SSI_high,1
月末,SSI_low,1
有り難い,SSI_high,1
有り難い,SSI_low,0
有休,SSI_high,1
有休,SSI_low,0
有名,SSI_high,1
有名,SSI_low,0
朝,SSI_high,10
朝,SSI_low,33
朝イチ,SSI_high,1
朝イチ,SSI_low,3
朝晩,SSI_high,0
朝晩,SSI_low,1
朝活,SSI_high,1
朝活,SSI_low,1
朝食,SSI_high,0
朝食,SSI_low,1
期,SSI_high,1
期,SSI_low,0
期待,SSI_high,1
期待,SSI_low,2
期間,SSI_high,0
期間,SSI_low,2
期限,SSI_high,1
期限,SSI_low,0
木下,SSI_high,0
木下,SSI_low,1
木曜日,SSI_high,1
木曜日,SSI_low,1
未,SSI_high,0
未,SSI_low,1
未来,SSI_high,0
未来,SSI_low,1
未来へ,SSI_high,0
未来へ,SSI_low,1
末,SSI_high,1
末,SSI_low,0
本州,SSI_high,0
本州,SSI_low,1
本年度,SSI_high,0
本年度,SSI_low,1
本日,SSI_high,0
本日,SSI_low,1
本来,SSI_high,0
本来,SSI_low,1
本格,SSI_high,1
本格,SSI_low,3
本格的,SSI_high,1
本格的,SSI_low,0
本番,SSI_high,1
本番,SSI_low,1
机上の空論,SSI_high,0
机上の空論,SSI_low,1
杓子定規,SSI_high,0
杓子定規,SSI_low,1
束の間,SSI_high,0
束の間,SSI_low,1
来期,SSI_high,1
来期,SSI_low,1
来社,SSI_high,1
来社,SSI_low,0
来週,SSI_high,2
来週,SSI_low,0
東京,SSI_high,11
東京,SSI_low,7
東急エージェンシー,SSI_high,1
東急エージェンシー,SSI_low,0
東急グループ,SSI_high,1
東急グループ,SSI_low,0
東方,SSI_high,0
東方,SSI_low,1
松尾,SSI_high,1
松尾,SSI_low,0
枕,SSI_high,0
枕,SSI_low,1
枚方,SSI_high,0
枚方,SSI_low,1
枠,SSI_high,1
枠,SSI_low,0
柔軟性,SSI_high,1
柔軟性,SSI_low,0
根本,SSI_high,0
根本,SSI_low,1
案件,SSI_high,1
案件,SSI_low,7
棚卸し,SSI_high,1
棚卸し,SSI_low,0
検査,SSI_high,1
検査,SSI_low,0
検査結果,SSI_high,0
検査結果,SSI_low,1
検討,SSI_high,1
検討,SSI_low,0
業,SSI_high,1
業,SSI_low,0
業務,SSI_high,10
業務,SSI_low,23
業務外,SSI_high,1
業務外,SSI_low,0
業界,SSI_high,1
業界,SSI_low,0
業績,SSI_high,1
業績,SSI_low,0
楽,SSI_high,0
楽,SSI_low,1
楽しい,SSI_high,4
楽しい,SSI_low,8
楽しかっ,SSI_high,4
楽しかっ,SSI_low,7
楽しく,SSI_high,2
楽しく,SSI_low,0
楽しみ,SSI_high,1
楽しみ,SSI_low,4
構造,SSI_high,0
構造,SSI_low,1
様子,SSI_high,0
様子,SSI_low,1
横,SSI_high,1
横,SSI_low,1
横澤,SSI_high,1
横澤,SSI_low,0
橋本,SSI_high,0
橋本,SSI_low,1
機会,SSI_high,0
機会,SSI_low,5
機嫌,SSI_high,1
機嫌,SSI_low,0
機能,SSI_high,1
機能,SSI_low,0
機能性,SSI_high,0
機能性,SSI_low,1
機関,SSI_high,0
機関,SSI_low,1
次,SSI_high,0
次,SSI_low,6
次回,SSI_high,1
次回,SSI_low,0
次期,SSI_high,0
次期,SSI_low,1
欲しい,SSI_high,0
欲しい,SSI_low,1
欲しかっ,SSI_high,0
欲しかっ,SSI_low,1
正しい,SSI_high,0
正しい,SSI_low,1
正しく,SSI_high,1
正しく,SSI_low,0
正直,SSI_high,1
正直,SSI_low,1
歯,SSI_high,0
歯,SSI_low,1
歯並び,SSI_high,0
歯並び,SSI_low,1
歯医者,SSI_high,0
歯医者,SSI_low,1
歳,SSI_high,0
歳,SSI_low,1
歴,SSI_high,0
歴,SSI_low,1
死守,SSI_high,1
死守,SSI_low,0
残り,SSI_high,2
残り,SSI_low,2
残念,SSI_high,2
残念,SSI_low,0
残暑,SSI_high,0
残暑,SSI_low,1
残業,SSI_high,0
残業,SSI_low,2
段取り,SSI_high,0
段取り,SSI_low,2
母,SSI_high,1
母,SSI_low,0
母里,SSI_high,0
母里,SSI_low,1
毎日,SSI_high,0
毎日,SSI_low,5
毛色,SSI_high,0
毛色,SSI_low,1
気,SSI_high,13
気,SSI_low,17
気付け,SSI_high,0
気付け,SSI_low,1
気分,SSI_high,4
気分,SSI_low,9
気分転換,SSI_high,1
気分転換,SSI_low,0
気合い,SSI_high,1
気合い,SSI_low,0
気合十分,SSI_high,0
気合十分,SSI_low,1
気味,SSI_high,0
気味,SSI_low,1
気持,SSI_high,0
気持,SSI_low,1
気持ち,SSI_high,3
気持ち,SSI_low,14
気持ち良い,SSI_high,1
気持ち良い,SSI_low,0
気持ち良く,SSI_high,0
気持ち良く,SSI_low,1
気晴らし,SSI_high,1
気晴らし,SSI_low,0
気温,SSI_high,0
気温,SSI_low,3
気球,SSI_high,1
気球,SSI_low,0
水,SSI_high,0
水,SSI_low,1
水路,SSI_high,1
水路,SSI_low,0
永遠,SSI_high,1
永遠,SSI_low,0
決めて,SSI_high,0
決めて,SSI_low,1
決め手,SSI_high,0
決め手,SSI_low,1
決定,SSI_high,1
決定,SSI_low,1
決算,SSI_high,2
決算,SSI_low,0
沖縄,SSI_high,0
沖縄,SSI_low,1
河村,SSI_high,0
河村,SSI_low,1
波,SSI_high,0
波,SSI_low,1
泣き言,SSI_high,0
泣き言,SSI_low,1
注意,SSI_high,1
注意,SSI_low,4
洞察,SSI_high,1
洞察,SSI_low,0
活動,SSI_high,0
活動,SSI_low,1
流れ,SSI_high,0
流れ,SSI_low,1
流動的,SSI_high,0
流動的,SSI_low,1
流用,SSI_high,1
流用,SSI_low,0
海,SSI_high,2
海,SSI_low,0
海外,SSI_high,0
海外,SSI_low,1
消化,SSI_high,0
消化,SSI_low,1
涙,SSI_high,0
涙,SSI_low,1
涼し,SSI_high,0
涼し,SSI_low,1
涼しい,SSI_high,1
涼しい,SSI_low,3
涼しく,SSI_high,0
涼しく,SSI_low,4
深い,SSI_high,1
深い,SSI_low,1
深夜,SSI_high,0
深夜,SSI_low,3
深澤,SSI_high,0
深澤,SSI_low,1
渡航,SSI_high,0
渡航,SSI_low,1
渡邊,SSI_high,1
渡邊,SSI_low,0
湘南,SSI_high,0
湘南,SSI_low,1
湯快リゾート,SSI_high,1
湯快リゾート,SSI_low,0
満々,SSI_high,1
満々,SSI_low,0
満足,SSI_high,1
満足,SSI_low,2
満足度,SSI_high,0
満足度,SSI_low,1
準備,SSI_high,9
準備,SSI_low,6
滞留,SSI_high,1
滞留,SSI_low,0
激変,SSI_high,0
激変,SSI_low,1
濃,SSI_high,0
濃,SSI_low,1
濃く,SSI_high,0
濃く,SSI_low,1
濃厚接触者,SSI_high,1
濃厚接触者,SSI_low,2
濃密,SSI_high,1
濃密,SSI_low,1
火,SSI_high,0
火,SSI_low,1
火曜,SSI_high,0
火曜,SSI_low,1
火曜日,SSI_high,0
火曜日,SSI_low,1
炒飯,SSI_high,0
炒飯,SSI_low,1
無,SSI_high,1
無,SSI_low,0
無い,SSI_high,1
無い,SSI_low,1
無かっ,SSI_high,1
無かっ,SSI_low,0
無し,SSI_high,0
無し,SSI_low,2
無事,SSI_high,1
無事,SSI_low,4
無地,SSI_high,0
無地,SSI_low,1
無茶,SSI_high,1
無茶,SSI_low,0
無視,SSI_high,1
無視,SSI_low,0
無難,SSI_high,0
無難,SSI_low,1
無駄,SSI_high,0
無駄,SSI_low,1
焦り,SSI_high,1
焦り,SSI_low,0
焼肉,SSI_high,2
焼肉,SSI_low,0
煙,SSI_high,0
煙,SSI_low,1
熊取,SSI_high,0
熊取,SSI_low,1
熱,SSI_high,0
熱,SSI_low,1
熱い,SSI_high,0
熱い,SSI_low,1
熱中,SSI_high,0
熱中,SSI_low,1
熱弁,SSI_high,0
熱弁,SSI_low,1
爆死,SSI_high,0
爆死,SSI_low,1
父,SSI_high,1
父,SSI_low,0
父様,SSI_high,1
父様,SSI_low,0
片付け,SSI_high,1
片付け,SSI_low,0
片山,SSI_high,0
片山,SSI_low,1
牧野,SSI_high,0
牧野,SSI_low,1
物,SSI_high,0
物,SSI_low,3
特集,SSI_high,1
特集,SSI_low,0
状態,SSI_high,0
状態,SSI_low,2
状況,SSI_high,3
状況,SSI_low,5
狭い,SSI_high,0
狭い,SSI_low,1
狭く,SSI_high,0
狭く,SSI_low,1
率,SSI_high,0
率,SSI_low,1
率直,SSI_high,2
率直,SSI_low,0
王将,SSI_high,0
王将,SSI_low,1
珍しい,SSI_high,0
珍しい,SSI_low,1
珍しく,SSI_high,1
珍しく,SSI_low,2
班,SSI_high,1
班,SSI_low,0
現場,SSI_high,1
現場,SSI_low,0
現状,SSI_high,2
現状,SSI_low,0
理事会,SSI_high,1
理事会,SSI_low,0
理由,SSI_high,0
理由,SSI_low,2
理解,SSI_high,1
理解,SSI_low,4
環境,SSI_high,2
環境,SSI_low,5
甘,SSI_high,0
甘,SSI_low,1
生業,SSI_high,1
生業,SSI_low,0
生活,SSI_high,1
生活,SSI_low,3
生産,SSI_high,0
生産,SSI_low,1
生産性,SSI_high,1
生産性,SSI_low,0
産業医,SSI_high,0
産業医,SSI_low,1
甥っ子,SSI_high,1
甥っ子,SSI_low,0
用,SSI_high,0
用,SSI_low,3
用事,SSI_high,0
用事,SSI_low,1
用意,SSI_high,1
用意,SSI_low,0
申し訳ない,SSI_high,1
申し訳ない,SSI_low,1
画面,SSI_high,1
画面,SSI_low,2
異動,SSI_high,1
異動,SSI_low,2
異常,SSI_high,1
異常,SSI_low,1
疲れ,SSI_high,0
疲れ,SSI_low,4
疲労,SSI_high,0
疲労,SSI_low,4
疲労困憊,SSI_high,0
疲労困憊,SSI_low,1
病院,SSI_high,1
病院,SSI_low,3
痛,SSI_high,0
痛,SSI_low,1
痛い,SSI_high,1
痛い,SSI_low,2
痛感,SSI_high,0
痛感,SSI_low,1
痛烈,SSI_high,0
痛烈,SSI_low,1
発揮,SSI_high,0
発揮,SSI_low,2
発熱,SSI_high,0
発熱,SSI_low,1
発生,SSI_high,0
発生,SSI_low,1
発表会,SSI_high,0
発表会,SSI_low,2
発見,SSI_high,0
発見,SSI_low,1
発覚,SSI_high,0
発覚,SSI_low,1
登用,SSI_high,1
登用,SSI_low,0
白い,SSI_high,0
白い,SSI_low,1
的,SSI_high,3
的,SSI_low,9
皆,SSI_high,0
皆,SSI_low,2
皆さん,SSI_high,0
皆さん,SSI_low,1
皆様,SSI_high,1
皆様,SSI_low,0
盛り上がり,SSI_high,2
盛り上がり,SSI_low,0
目,SSI_high,5
目,SSI_low,6
目利き,SSI_high,0
目利き,SSI_low,1
目標,SSI_high,0
目標,SSI_low,3
目覚まし,SSI_high,0
目覚まし,SSI_low,1
目配り,SSI_high,0
目配り,SSI_low,1
直前,SSI_high,1
直前,SSI_low,2
直後,SSI_high,0
直後,SSI_low,1
直接,SSI_high,0
直接,SSI_low,1
直結,SSI_high,1
直結,SSI_low,0
相当,SSI_high,0
